CUPS;Fecha;Hora;AE_kWh;REAL/ESTIMADO
ES0031300000000000ED;11/05/2021;6;0.065;R
ES0031300000000000ED;11/05/2021;7;0.089;R
ES0031300000000000ED;11/05/2021;8;0.124;R
ES0031300000000000ED;11/05/2021;9;0.494;R
ES0031300000000000ED;11/05/2021;10;1.56;R
ES0031300000000000ED;11/05/2021;11;0.983;R
ES0031300000000000ED;11/05/2021;12;0.727;R
ES0031300000000000ED;11/05/2021;13;0.109;R
ES0031300000000000ED;11/05/2021;14;0.265;R
ES0031300000000000ED;11/05/2021;15;0.679;R
ES0031300000000000ED;11/05/2021;16;0.24;R
ES0031300000000000ED;11/05/2021;17;0.11;R
ES0031300000000000ED;11/05/2021;18;0.122;R
ES0031300000000000ED;11/05/2021;19;0.061;R
ES0031300000000000ED;11/05/2021;20;0.115;R
ES0031300000000000ED;11/05/2021;21;0.174;R
ES0031300000000000ED;11/05/2021;22;0.394;R
ES0031300000000000ED;11/05/2021;23;0.483;R
ES0031300000000000ED;11/05/2021;24;0.328;R
ES0031300000000000ED;12/05/2021;1;0.26;R
ES0031300000000000ED;12/05/2021;2;0.192;R
ES0031300000000000ED;12/05/2021;3;0.058;R
ES0031300000000000ED;12/05/2021;4;0.091;R
ES0031300000000000ED;12/05/2021;5;0.054;R
ES0031300000000000ED;12/05/2021;6;0.07;R
ES0031300000000000ED;12/05/2021;7;0.081;R
ES0031300000000000ED;12/05/2021;8;0.043;R
ES0031300000000000ED;12/05/2021;9;0.502;R
ES0031300000000000ED;12/05/2021;10;0.31;R
ES0031300000000000ED;12/05/2021;11;0.567;R
ES0031300000000000ED;12/05/2021;12;0.878;R
ES0031300000000000ED;12/05/2021;13;0.088;R
ES0031300000000000ED;12/05/2021;14;0.14;R
ES0031300000000000ED;12/05/2021;15;0.29;R
ES0031300000000000ED;12/05/2021;16;0.294;R
ES0031300000000000ED;12/05/2021;17;0.113;R
ES0031300000000000ED;12/05/2021;18;0.103;R
ES0031300000000000ED;12/05/2021;19;0.083;R
ES0031300000000000ED;12/05/2021;20;0.085;R
ES0031300000000000ED;12/05/2021;21;0.161;R
ES0031300000000000ED;12/05/2021;22;0.303;R
ES0031300000000000ED;12/05/2021;23;0.233;R
ES0031300000000000ED;12/05/2021;24;0.533;R
ES0031300000000000ED;13/05/2021;1;0.139;R
ES0031300000000000ED;13/05/2021;2;0.06;R
ES0031300000000000ED;13/05/2021;3;0.119;R
ES0031300000000000ED;13/05/2021;4;0.034;R
ES0031300000000000ED;13/05/2021;5;0.099;R
ES0031300000000000ED;13/05/2021;6;0.035;R
ES0031300000000000ED;13/05/2021;7;0.084;R
ES0031300000000000ED;13/05/2021;8;0.049;R
ES0031300000000000ED;13/05/2021;9;0.506;R
ES0031300000000000ED;13/05/2021;10;0.64;R
ES0031300000000000ED;13/05/2021;11;1.29;R
ES0031300000000000ED;13/05/2021;12;0.151;R
ES0031300000000000ED;13/05/2021;13;0.063;R
ES0031300000000000ED;13/05/2021;14;0.178;R
ES0031300000000000ED;13/05/2021;15;0.192;R
ES0031300000000000ED;13/05/2021;16;0.061;R
