CUPS;Fecha;Hora;AE_kWh;REAL/ESTIMADO
ES0031300000000000ED;01/06/2021;1;0.137;R
ES0031300000000000ED;01/06/2021;2;0.112;R
ES0031300000000000ED;01/06/2021;3;0.061;R
ES0031300000000000ED;01/06/2021;4;0.317;R
ES0031300000000000ED;01/06/2021;5;0.09;R
ES0031300000000000ED;01/06/2021;6;0.046;R
ES0031300000000000ED;01/06/2021;7;0.099;R
ES0031300000000000ED;01/06/2021;8;0.064;R
ES0031300000000000ED;01/06/2021;9;0.363;R
ES0031300000000000ED;01/06/2021;10;0.116;R
ES0031300000000000ED;01/06/2021;11;0.879;R
ES0031300000000000ED;01/06/2021;12;0.097;R
ES0031300000000000ED;01/06/2021;13;0.117;R
ES0031300000000000ED;01/06/2021;14;0.246;R
ES0031300000000000ED;01/06/2021;15;0.451;R
ES0031300000000000ED;01/06/2021;16;0.307;R
ES0031300000000000ED;01/06/2021;17;0.115;R
ES0031300000000000ED;01/06/2021;18;0.125;R
ES0031300000000000ED;01/06/2021;19;0.102;R
ES0031300000000000ED;01/06/2021;20;0.098;R
ES0031300000000000ED;01/06/2021;21;0.123;R
ES0031300000000000ED;01/06/2021;22;0.434;R
ES0031300000000000ED;01/06/2021;23;0.924;R
ES0031300000000000ED;01/06/2021;24;0.327;R
ES0031300000000000ED;02/06/2021;1;0.256;R
ES0031300000000000ED;02/06/2021;2;0.134;R
ES0031300000000000ED;02/06/2021;3;0.104;R
ES0031300000000000ED;02/06/2021;4;0.084;R
ES0031300000000000ED;02/06/2021;5;0.061;R
ES0031300000000000ED;02/06/2021;6;0.159;R
ES0031300000000000ED;02/06/2021;7;0.072;R
ES0031300000000000ED;02/06/2021;8;0.102;R
ES0031300000000000ED;02/06/2021;9;0.115;R
ES0031300000000000ED;02/06/2021;10;0.316;R
ES0031300000000000ED;02/06/2021;11;0.205;R
ES0031300000000000ED;02/06/2021;12;0.431;R
ES0031300000000000ED;02/06/2021;13;0.116;R
ES0031300000000000ED;02/06/2021;14;0.123;R
ES0031300000000000ED;02/06/2021;15;1.102;R
ES0031300000000000ED;02/06/2021;16;0.203;R
ES0031300000000000ED;02/06/2021;17;0.1;R
ES0031300000000000ED;02/06/2021;18;0.118;R
ES0031300000000000ED;02/06/2021;19;0.124;R
ES0031300000000000ED;02/06/2021;20;1.358;R
ES0031300000000000ED;02/06/2021;21;0.103;R
ES0031300000000000ED;02/06/2021;22;0.137;R
ES0031300000000000ED;02/06/2021;23;0.337;R
ES0031300000000000ED;02/06/2021;24;0.109;R
ES0031300000000000ED;03/06/2021;1;0.138;R
ES0031300000000000ED;03/06/2021;2;0.079;R
ES0031300000000000ED;03/06/2021;3;0.08;R
ES0031300000000000ED;03/06/2021;4;0.108;R
ES0031300000000000ED;03/06/2021;5;0.06;R
ES0031300000000000ED;03/06/2021;6;0.168;R
ES0031300000000000ED;03/06/2021;7;0.058;R
ES0031300000000000ED;03/06/2021;8;0.102;R
ES0031300000000000ED;03/06/2021;9;0.184;R
ES0031300000000000ED;03/06/2021;10;0.567;R
ES0031300000000000ED;03/06/2021;11;0.338;R
ES0031300000000000ED;03/06/2021;12;0.129;R
ES0031300000000000ED;03/06/2021;13;0.119;R
ES0031300000000000ED;03/06/2021;14;0.29;R
ES0031300000000000ED;03/06/2021;15;0.237;R
ES0031300000000000ED;03/06/2021;16;0.304;R
ES0031300000000000ED;03/06/2021;17;0.094;R
ES0031300000000000ED;03/06/2021;18;0.1;R
ES0031300000000000ED;03/06/2021;19;0.169;R
ES0031300000000000ED;03/06/2021;20;0.188;R
ES0031300000000000ED;03/06/2021;21;0.382;R
ES0031300000000000ED;03/06/2021;22;0.24;R
ES0031300000000000ED;03/06/2021;23;0.267;R
ES0031300000000000ED;03/06/2021;24;0.35;R
ES0031300000000000ED;04/06/2021;1;0.192;R
ES0031300000000000ED;04/06/2021;2;0.13;R
ES0031300000000000ED;04/06/2021;3;0.094;R
ES0031300000000000ED;04/06/2021;4;0.066;R
ES0031300000000000ED;04/06/2021;5;0.107;R
ES0031300000000000ED;04/06/2021;6;0.085;R
ES0031300000000000ED;04/06/2021;7;0.064;R
ES0031300000000000ED;04/06/2021;8;0.364;R
ES0031300000000000ED;04/06/2021;9;0.351;R
ES0031300000000000ED;04/06/2021;10;0.459;R
ES0031300000000000ED;04/06/2021;11;0.677;R
ES0031300000000000ED;04/06/2021;12;0.699;R
ES0031300000000000ED;04/06/2021;13;0.096;R
ES0031300000000000ED;04/06/2021;14;0.154;R
ES0031300000000000ED;04/06/2021;15;0.427;R
ES0031300000000000ED;04/06/2021;16;0.257;R
ES0031300000000000ED;04/06/2021;17;0.185;R
ES0031300000000000ED;04/06/2021;18;0.348;R
ES0031300000000000ED;04/06/2021;19;0.08;R
ES0031300000000000ED;04/06/2021;20;0.114;R
ES0031300000000000ED;04/06/2021;21;0.169;R
ES0031300000000000ED;04/06/2021;22;0.128;R
ES0031300000000000ED;04/06/2021;23;0.243;R
ES0031300000000000ED;04/06/2021;24;0.919;R
ES0031300000000000ED;05/06/2021;1;0.141;R
ES0031300000000000ED;05/06/2021;2;0.076;R
ES0031300000000000ED;05/06/2021;3;0.095;R
ES0031300000000000ED;05/06/2021;4;0.047;R
ES0031300000000000ED;05/06/2021;5;0.085;R
ES0031300000000000ED;05/06/2021;6;0.077;R
ES0031300000000000ED;05/06/2021;7;0.055;R
ES0031300000000000ED;05/06/2021;8;0.096;R
ES0031300000000000ED;05/06/2021;9;0.314;R
ES0031300000000000ED;05/06/2021;10;0.285;R
ES0031300000000000ED;05/06/2021;11;1.139;R
ES0031300000000000ED;05/06/2021;12;0.089;R
ES0031300000000000ED;05/06/2021;13;0.098;R
ES0031300000000000ED;05/06/2021;14;0.288;R
ES0031300000000000ED;05/06/2021;15;0.269;R
ES0031300000000000ED;05/06/2021;16;0.353;R
ES0031300000000000ED;05/06/2021;17;0.223;R
ES0031300000000000ED;05/06/2021;18;0.09;R
ES0031300000000000ED;05/06/2021;19;0.126;R
ES0031300000000000ED;05/06/2021;20;0.071;R
ES0031300000000000ED;05/06/2021;21;0.098;R
ES0031300000000000ED;05/06/2021;22;0.169;R
