CUPS;Fecha;Hora;AE_kWh;REAL/ESTIMADO
ES0031300000000001EX;04/02/2021;3;0.244;R
ES0031300000000001EX;04/02/2021;4;0.176;R
ES0031300000000001EX;04/02/2021;5;0.232;R
ES0031300000000001EX;04/02/2021;6;0.239;R
ES0031300000000001EX;04/02/2021;7;0.207;R
ES0031300000000001EX;04/02/2021;8;0.656;R
ES0031300000000001EX;04/02/2021;9;1.136;R
ES0031300000000001EX;04/02/2021;10;0.874;R
ES0031300000000001EX;04/02/2021;11;0.816;R
ES0031300000000001EX;04/02/2021;12;1.786;R
ES0031300000000001EX;04/02/2021;13;1.398;R
ES0031300000000001EX;04/02/2021;14;0.897;R
ES0031300000000001EX;04/02/2021;15;0.734;R
ES0031300000000001EX;04/02/2021;16;0.261;R
ES0031300000000001EX;04/02/2021;17;0.202;R
ES0031300000000001EX;04/02/2021;18;0.129;R
ES0031300000000001EX;04/02/2021;19;0.282;R
ES0031300000000001EX;04/02/2021;20;0.337;R
ES0031300000000001EX;04/02/2021;21;0.299;R
ES0031300000000001EX;04/02/2021;22;0.359;R
ES0031300000000001EX;04/02/2021;23;0.265;R
ES0031300000000001EX;04/02/2021;24;0.417;R
ES0031300000000001EX;05/02/2021;1;0.506;R
ES0031300000000001EX;05/02/2021;2;0.26;R
ES0031300000000001EX;05/02/2021;3;0.221;R
ES0031300000000001EX;05/02/2021;4;0.23;R
ES0031300000000001EX;05/02/2021;5;0.348;R
ES0031300000000001EX;05/02/2021;6;0.243;R
ES0031300000000001EX;05/02/2021;7;0.291;R
ES0031300000000001EX;05/02/2021;8;0.302;R
ES0031300000000001EX;05/02/2021;9;0.483;R
ES0031300000000001EX;05/02/2021;10;2.294;R
ES0031300000000001EX;05/02/2021;11;1.315;R
ES0031300000000001EX;05/02/2021;12;0.766;R
ES0031300000000001EX;05/02/2021;13;0.742;R
ES0031300000000001EX;05/02/2021;14;0.708;R
ES0031300000000001EX;05/02/2021;15;0.934;R
ES0031300000000001EX;05/02/2021;16;0.761;R
ES0031300000000001EX;05/02/2021;17;0.646;R
ES0031300000000001EX;05/02/2021;18;0.56;R
ES0031300000000001EX;05/02/2021;19;0.714;R
ES0031300000000001EX;05/02/2021;20;0.644;R
ES0031300000000001EX;05/02/2021;21;0.775;R
ES0031300000000001EX;05/02/2021;22;1.246;R
ES0031300000000001EX;05/02/2021;23;1.051;R
ES0031300000000001EX;05/02/2021;24;0.7;R
ES0031300000000001EX;06/02/2021;1;0.225;R
ES0031300000000001EX;06/02/2021;2;0.263;R
ES0031300000000001EX;06/02/2021;3;0.271;R
ES0031300000000001EX;06/02/2021;4;0.22;R
ES0031300000000001EX;06/02/2021;5;0.264;R
ES0031300000000001EX;06/02/2021;6;0.313;R
ES0031300000000001EX;06/02/2021;7;0.494;R
ES0031300000000001EX;06/02/2021;8;0.271;R
ES0031300000000001EX;06/02/2021;9;0.365;R
ES0031300000000001EX;06/02/2021;10;0.415;R
ES0031300000000001EX;06/02/2021;11;2.212;R
ES0031300000000001EX;06/02/2021;12;1.96;R
ES0031300000000001EX;06/02/2021;13;1.384;R
ES0031300000000001EX;06/02/2021;14;0.745;R
ES0031300000000001EX;06/02/2021;15;0.63;R
ES0031300000000001EX;06/02/2021;16;0.823;R
ES0031300000000001EX;06/02/2021;17;0.4;R
ES0031300000000001EX;06/02/2021;18;0.337;R
ES0031300000000001EX;06/02/2021;19;0.437;R
ES0031300000000001EX;06/02/2021;20;0.467;R
ES0031300000000001EX;06/02/2021;21;0.446;R
ES0031300000000001EX;06/02/2021;22;0.747;R
ES0031300000000001EX;06/02/2021;23;0.593;R
ES0031300000000001EX;06/02/2021;24;0.907;R
ES0031300000000001EX;07/02/2021;1;0.407;R
ES0031300000000001EX;07/02/2021;2;0.427;R
ES0031300000000001EX;07/02/2021;3;0.499;R
ES0031300000000001EX;07/02/2021;4;0.435;R
ES0031300000000001EX;07/02/2021;5;0.489;R
ES0031300000000001EX;07/02/2021;6;0.611;R
ES0031300000000001EX;07/02/2021;7;0.499;R
ES0031300000000001EX;07/02/2021;8;0.846;R
ES0031300000000001EX;07/02/2021;9;0.691;R
ES0031300000000001EX;07/02/2021;10;0.842;R
ES0031300000000001EX;07/02/2021;11;0.936;R
ES0031300000000001EX;07/02/2021;12;0.81;R
ES0031300000000001EX;07/02/2021;13;1.199;R
ES0031300000000001EX;07/02/2021;14;1.953;R
ES0031300000000001EX;07/02/2021;15;0.304;R
ES0031300000000001EX;07/02/2021;16;0.037;R
ES0031300000000001EX;07/02/2021;17;0.098;R
ES0031300000000001EX;07/02/2021;18;0.039;R
ES0031300000000001EX;07/02/2021;19;0.037;R
ES0031300000000001EX;07/02/2021;20;0.641;R
ES0031300000000001EX;07/02/2021;21;0.935;R
ES0031300000000001EX;07/02/2021;22;0.918;R
ES0031300000000001EX;07/02/2021;23;1.081;R
ES0031300000000001EX;07/02/2021;24;1.032;R
ES0031300000000001EX;08/02/2021;1;0.997;R
ES0031300000000001EX;08/02/2021;2;1.261;R
ES0031300000000001EX;08/02/2021;3;0.564;R
ES0031300000000001EX;08/02/2021;4;0.553;R
ES0031300000000001EX;08/02/2021;5;0.674;R
ES0031300000000001EX;08/02/2021;6;0.619;R
ES0031300000000001EX;08/02/2021;7;0.602;R
ES0031300000000001EX;08/02/2021;8;0.638;R
ES0031300000000001EX;08/02/2021;9;1.017;R
ES0031300000000001EX;08/02/2021;10;1.62;R
ES0031300000000001EX;08/02/2021;11;2.329;R
ES0031300000000001EX;08/02/2021;12;0.857;R
ES0031300000000001EX;08/02/2021;13;0.839;R
ES0031300000000001EX;08/02/2021;14;0.826;R
ES0031300000000001EX;08/02/2021;15;0.882;R
ES0031300000000001EX;08/02/2021;16;0.901;R
ES0031300000000001EX;08/02/2021;17;0.697;R
ES0031300000000001EX;08/02/2021;18;0.823;R
ES0031300000000001EX;08/02/2021;19;0.814;R
ES0031300000000001EX;08/02/2021;20;0.896;R
ES0031300000000001EX;08/02/2021;21;0.821;R
ES0031300000000001EX;08/02/2021;22;1.243;R
ES0031300000000001EX;08/02/2021;23;1.128;R
ES0031300000000001EX;08/02/2021;24;0.917;R
ES0031300000000001EX;09/02/2021;1;0.853;R
ES0031300000000001EX;09/02/2021;2;0.491;R
ES0031300000000001EX;09/02/2021;3;0.526;R
ES0031300000000001EX;09/02/2021;4;0.436;R
ES0031300000000001EX;09/02/2021;5;0.521;R
ES0031300000000001EX;09/02/2021;6;0.514;R
ES0031300000000001EX;09/02/2021;7;0.865;R
ES0031300000000001EX;09/02/2021;8;0.674;R
ES0031300000000001EX;09/02/2021;9;1.687;R
ES0031300000000001EX;09/02/2021;10;3.007;R
ES0031300000000001EX;09/02/2021;11;0.798;R
ES0031300000000001EX;09/02/2021;12;0.863;R
ES0031300000000001EX;09/02/2021;13;0.803;R
ES0031300000000001EX;09/02/2021;14;0.803;R
ES0031300000000001EX;09/02/2021;15;1.342;R
ES0031300000000001EX;09/02/2021;16;0.902;R
ES0031300000000001EX;09/02/2021;17;0.755;R
ES0031300000000001EX;09/02/2021;18;0.826;R
ES0031300000000001EX;09/02/2021;19;0.722;R
ES0031300000000001EX;09/02/2021;20;0.818;R
ES0031300000000001EX;09/02/2021;21;0.774;R
ES0031300000000001EX;09/02/2021;22;1.129;R
ES0031300000000001EX;09/02/2021;23;0.815;R
ES0031300000000001EX;09/02/2021;24;1.017;R
ES0031300000000001EX;10/02/2021;1;0.845;R
ES0031300000000001EX;10/02/2021;2;0.466;R
ES0031300000000001EX;10/02/2021;3;0.503;R
ES0031300000000001EX;10/02/2021;4;0.548;R
ES0031300000000001EX;10/02/2021;5;0.513;R
ES0031300000000001EX;10/02/2021;6;0.851;R
ES0031300000000001EX;10/02/2021;7;0.537;R
ES0031300000000001EX;10/02/2021;8;0.555;R
ES0031300000000001EX;10/02/2021;9;0.962;R
ES0031300000000001EX;10/02/2021;10;2.094;R
ES0031300000000001EX;10/02/2021;11;2.391;R
ES0031300000000001EX;10/02/2021;12;1.652;R
ES0031300000000001EX;10/02/2021;13;1.022;R
ES0031300000000001EX;10/02/2021;14;1.468;R
ES0031300000000001EX;10/02/2021;15;1.588;R
ES0031300000000001EX;10/02/2021;16;0.609;R
ES0031300000000001EX;10/02/2021;17;0.578;R
ES0031300000000001EX;10/02/2021;18;1.388;R
ES0031300000000001EX;10/02/2021;19;0.8;R
ES0031300000000001EX;10/02/2021;20;1.019;R
ES0031300000000001EX;10/02/2021;21;0.843;R
ES0031300000000001EX;10/02/2021;22;1.081;R
ES0031300000000001EX;10/02/2021;23;0.97;R
ES0031300000000001EX;10/02/2021;24;1.33;R
ES0031300000000001EX;11/02/2021;1;0.89;R
ES0031300000000001EX;11/02/2021;2;0.861;R
ES0031300000000001EX;11/02/2021;3;0.949;R
ES0031300000000001EX;11/02/2021;4;0.392;R
ES0031300000000001EX;11/02/2021;5;0.581;R
ES0031300000000001EX;11/02/2021;6;0.551;R
ES0031300000000001EX;11/02/2021;7;0.611;R
ES0031300000000001EX;11/02/2021;8;0.937;R
ES0031300000000001EX;11/02/2021;9;1.79;R
ES0031300000000001EX;11/02/2021;10;3.04;R
ES0031300000000001EX;11/02/2021;11;0.881;R
ES0031300000000001EX;11/02/2021;12;0.945;R
ES0031300000000001EX;11/02/2021;13;0.901;R
ES0031300000000001EX;11/02/2021;14;0.882;R
ES0031300000000001EX;11/02/2021;15;1.182;R
ES0031300000000001EX;11/02/2021;16;0.905;R
ES0031300000000001EX;11/02/2021;17;0.433;R
ES0031300000000001EX;11/02/2021;18;0.541;R
ES0031300000000001EX;11/02/2021;19;0.582;R
ES0031300000000001EX;11/02/2021;20;0.617;R
ES0031300000000001EX;11/02/2021;21;0.655;R
ES0031300000000001EX;11/02/2021;22;0.603;R
ES0031300000000001EX;11/02/2021;23;0.891;R
ES0031300000000001EX;11/02/2021;24;0.68;R
ES0031300000000001EX;12/02/2021;1;0.577;R
ES0031300000000001EX;12/02/2021;2;0.476;R
ES0031300000000001EX;12/02/2021;3;0.528;R
ES0031300000000001EX;12/02/2021;4;0.427;R
ES0031300000000001EX;12/02/2021;5;0.569;R
ES0031300000000001EX;12/02/2021;6;0.781;R
ES0031300000000001EX;12/02/2021;7;0.496;R
ES0031300000000001EX;12/02/2021;8;0.885;R
ES0031300000000001EX;12/02/2021;9;2.606;R
ES0031300000000001EX;12/02/2021;10;1.455;R
ES0031300000000001EX;12/02/2021;11;0.733;R
ES0031300000000001EX;12/02/2021;12;0.904;R
ES0031300000000001EX;12/02/2021;13;0.89;R
ES0031300000000001EX;12/02/2021;14;1.165;R
ES0031300000000001EX;12/02/2021;15;1.23;R
ES0031300000000001EX;12/02/2021;16;0.863;R
ES0031300000000001EX;12/02/2021;17;0.58;R
ES0031300000000001EX;12/02/2021;18;0.556;R
ES0031300000000001EX;12/02/2021;19;0.766;R
ES0031300000000001EX;12/02/2021;20;0.939;R
ES0031300000000001EX;12/02/2021;21;0.875;R
ES0031300000000001EX;12/02/2021;22;1.538;R
ES0031300000000001EX;12/02/2021;23;0.893;R
ES0031300000000001EX;12/02/2021;24;0.742;R
ES0031300000000001EX;13/02/2021;1;0.559;R
ES0031300000000001EX;13/02/2021;2;0.481;R
ES0031300000000001EX;13/02/2021;3;0.372;R
ES0031300000000001EX;13/02/2021;4;0.428;R
ES0031300000000001EX;13/02/2021;5;0.392;R
ES0031300000000001EX;13/02/2021;6;0.671;R
ES0031300000000001EX;13/02/2021;7;0.496;R
ES0031300000000001EX;13/02/2021;8;0.454;R
ES0031300000000001EX;13/02/2021;9;0.58;R
ES0031300000000001EX;13/02/2021;10;0.976;R
ES0031300000000001EX;13/02/2021;11;2.66;R
ES0031300000000001EX;13/02/2021;12;0.836;R
ES0031300000000001EX;13/02/2021;13;0.037;R
ES0031300000000001EX;13/02/2021;14;0.093;R
ES0031300000000001EX;13/02/2021;15;0.038;R
ES0031300000000001EX;13/02/2021;16;0.069;R
ES0031300000000001EX;13/02/2021;17;0.305;R
ES0031300000000001EX;13/02/2021;18;0.221;R
ES0031300000000001EX;13/02/2021;19;0.344;R
ES0031300000000001EX;13/02/2021;20;0.962;R
ES0031300000000001EX;13/02/2021;21;0.938;R
ES0031300000000001EX;13/02/2021;22;0.767;R
ES0031300000000001EX;13/02/2021;23;1.088;R
ES0031300000000001EX;13/02/2021;24;0.828;R
ES0031300000000001EX;14/02/2021;1;0.677;R
ES0031300000000001EX;14/02/2021;2;0.748;R
ES0031300000000001EX;14/02/2021;3;0.543;R
ES0031300000000001EX;14/02/2021;4;0.608;R
ES0031300000000001EX;14/02/2021;5;0.617;R
ES0031300000000001EX;14/02/2021;6;0.64;R
ES0031300000000001EX;14/02/2021;7;0.908;R
ES0031300000000001EX;14/02/2021;8;0.659;R
ES0031300000000001EX;14/02/2021;9;0.887;R
ES0031300000000001EX;14/02/2021;10;1.967;R
ES0031300000000001EX;14/02/2021;11;1.236;R
ES0031300000000001EX;14/02/2021;12;1.571;R
ES0031300000000001EX;14/02/2021;13;0.898;R
ES0031300000000001EX;14/02/2021;14;1.078;R
ES0031300000000001EX;14/02/2021;15;1.937;R
ES0031300000000001EX;14/02/2021;16;0.978;R
ES0031300000000001EX;14/02/2021;17;0.99;R
ES0031300000000001EX;14/02/2021;18;0.732;R
ES0031300000000001EX;14/02/2021;19;0.836;R
ES0031300000000001EX;14/02/2021;20;0.807;R
ES0031300000000001EX;14/02/2021;21;0.801;R
ES0031300000000001EX;14/02/2021;22;0.938;R
ES0031300000000001EX;14/02/2021;23;0.828;R
ES0031300000000001EX;14/02/2021;24;0.817;R
ES0031300000000001EX;15/02/2021;1;1.084;R
ES0031300000000001EX;15/02/2021;2;0.802;R
ES0031300000000001EX;15/02/2021;3;0.555;R
ES0031300000000001EX;15/02/2021;4;0.627;R
ES0031300000000001EX;15/02/2021;5;0.742;R
ES0031300000000001EX;15/02/2021;6;0.645;R
ES0031300000000001EX;15/02/2021;7;0.62;R
ES0031300000000001EX;15/02/2021;8;0.745;R
ES0031300000000001EX;15/02/2021;9;1.663;R
ES0031300000000001EX;15/02/2021;10;3.18;R
ES0031300000000001EX;15/02/2021;11;0.884;R
ES0031300000000001EX;15/02/2021;12;0.798;R
ES0031300000000001EX;15/02/2021;13;1.923;R
ES0031300000000001EX;15/02/2021;14;0.822;R
ES0031300000000001EX;15/02/2021;15;1.401;R
ES0031300000000001EX;15/02/2021;16;0.883;R
ES0031300000000001EX;15/02/2021;17;0.691;R
ES0031300000000001EX;15/02/2021;18;0.386;R
ES0031300000000001EX;15/02/2021;19;0.682;R
ES0031300000000001EX;15/02/2021;20;0.548;R
ES0031300000000001EX;15/02/2021;21;0.689;R
ES0031300000000001EX;15/02/2021;22;0.773;R
ES0031300000000001EX;15/02/2021;23;0.848;R
ES0031300000000001EX;15/02/2021;24;0.77;R
ES0031300000000001EX;16/02/2021;1;1.025;R
ES0031300000000001EX;16/02/2021;2;0.515;R
ES0031300000000001EX;16/02/2021;3;0.566;R
ES0031300000000001EX;16/02/2021;4;0.535;R
ES0031300000000001EX;16/02/2021;5;0.572;R
ES0031300000000001EX;16/02/2021;6;0.568;R
ES0031300000000001EX;16/02/2021;7;0.599;R
ES0031300000000001EX;16/02/2021;8;0.746;R
ES0031300000000001EX;16/02/2021;9;1.905;R
ES0031300000000001EX;16/02/2021;10;2.894;R
ES0031300000000001EX;16/02/2021;11;0.913;R
ES0031300000000001EX;16/02/2021;12;0.876;R
ES0031300000000001EX;16/02/2021;13;0.902;R
ES0031300000000001EX;16/02/2021;14;1.199;R
ES0031300000000001EX;16/02/2021;15;0.917;R
ES0031300000000001EX;16/02/2021;16;0.723;R
ES0031300000000001EX;16/02/2021;17;0.742;R
ES0031300000000001EX;16/02/2021;18;0.837;R
ES0031300000000001EX;16/02/2021;19;0.787;R
ES0031300000000001EX;16/02/2021;20;0.739;R
ES0031300000000001EX;16/02/2021;21;0.798;R
ES0031300000000001EX;16/02/2021;22;1.136;R
ES0031300000000001EX;16/02/2021;23;0.727;R
ES0031300000000001EX;16/02/2021;24;0.803;R
ES0031300000000001EX;17/02/2021;1;0.595;R
ES0031300000000001EX;17/02/2021;2;0.314;R
ES0031300000000001EX;17/02/2021;3;0.263;R
ES0031300000000001EX;17/02/2021;4;0.404;R
ES0031300000000001EX;17/02/2021;5;0.415;R
ES0031300000000001EX;17/02/2021;6;0.782;R
ES0031300000000001EX;17/02/2021;7;0.459;R
ES0031300000000001EX;17/02/2021;8;0.54;R
ES0031300000000001EX;17/02/2021;9;1.02;R
ES0031300000000001EX;17/02/2021;10;1.366;R
ES0031300000000001EX;17/02/2021;11;2.961;R
ES0031300000000001EX;17/02/2021;12;0.759;R
ES0031300000000001EX;17/02/2021;13;1.089;R
ES0031300000000001EX;17/02/2021;14;1.81;R
ES0031300000000001EX;17/02/2021;15;1.538;R
ES0031300000000001EX;17/02/2021;16;0.864;R
ES0031300000000001EX;17/02/2021;17;0.702;R
ES0031300000000001EX;17/02/2021;18;0.695;R
ES0031300000000001EX;17/02/2021;19;0.684;R
ES0031300000000001EX;17/02/2021;20;0.75;R
ES0031300000000001EX;17/02/2021;21;0.824;R
ES0031300000000001EX;17/02/2021;22;0.967;R
ES0031300000000001EX;17/02/2021;23;0.999;R
ES0031300000000001EX;17/02/2021;24;0.814;R
ES0031300000000001EX;18/02/2021;1;0.212;R
ES0031300000000001EX;18/02/2021;2;0.199;R
ES0031300000000001EX;18/02/2021;3;0.292;R
ES0031300000000001EX;18/02/2021;4;0.313;R
ES0031300000000001EX;18/02/2021;5;0.384;R
ES0031300000000001EX;18/02/2021;6;0.337;R
ES0031300000000001EX;18/02/2021;7;0.626;R
ES0031300000000001EX;18/02/2021;8;0.494;R
ES0031300000000001EX;18/02/2021;9;0.854;R
ES0031300000000001EX;18/02/2021;10;3.101;R
ES0031300000000001EX;18/02/2021;11;0.814;R
ES0031300000000001EX;18/02/2021;12;0.766;R
ES0031300000000001EX;18/02/2021;13;0.805;R
ES0031300000000001EX;18/02/2021;14;0.748;R
ES0031300000000001EX;18/02/2021;15;1.053;R
ES0031300000000001EX;18/02/2021;16;0.512;R
ES0031300000000001EX;18/02/2021;17;0.347;R
ES0031300000000001EX;18/02/2021;18;0.286;R
ES0031300000000001EX;18/02/2021;19;0.348;R
ES0031300000000001EX;18/02/2021;20;0.694;R
ES0031300000000001EX;18/02/2021;21;0.741;R
ES0031300000000001EX;18/02/2021;22;1.047;R
ES0031300000000001EX;18/02/2021;23;0.605;R
ES0031300000000001EX;18/02/2021;24;0.548;R
ES0031300000000001EX;19/02/2021;1;0.304;R
ES0031300000000001EX;19/02/2021;2;0.451;R
ES0031300000000001EX;19/02/2021;3;0.371;R
ES0031300000000001EX;19/02/2021;4;0.313;R
ES0031300000000001EX;19/02/2021;5;0.323;R
ES0031300000000001EX;19/02/2021;6;0.689;R
ES0031300000000001EX;19/02/2021;7;0.342;R
ES0031300000000001EX;19/02/2021;8;0.393;R
ES0031300000000001EX;19/02/2021;9;0.786;R
ES0031300000000001EX;19/02/2021;10;1.116;R
ES0031300000000001EX;19/02/2021;11;2.615;R
ES0031300000000001EX;19/02/2021;12;0.431;R
ES0031300000000001EX;19/02/2021;13;0.599;R
ES0031300000000001EX;19/02/2021;14;0.502;R
ES0031300000000001EX;19/02/2021;15;1.141;R
ES0031300000000001EX;19/02/2021;16;0.554;R
ES0031300000000001EX;19/02/2021;17;0.448;R
ES0031300000000001EX;19/02/2021;18;0.21;R
ES0031300000000001EX;19/02/2021;19;1.092;R
ES0031300000000001EX;19/02/2021;20;0.52;R
ES0031300000000001EX;19/02/2021;21;0.462;R
ES0031300000000001EX;19/02/2021;22;0.982;R
ES0031300000000001EX;19/02/2021;23;0.805;R
ES0031300000000001EX;19/02/2021;24;0.601;R
ES0031300000000001EX;20/02/2021;1;0.366;R
ES0031300000000001EX;20/02/2021;2;0.397;R
ES0031300000000001EX;20/02/2021;3;0.389;R
ES0031300000000001EX;20/02/2021;4;0.379;R
ES0031300000000001EX;20/02/2021;5;0.406;R
ES0031300000000001EX;20/02/2021;6;0.4;R
ES0031300000000001EX;20/02/2021;7;0.661;R
ES0031300000000001EX;20/02/2021;8;0.43;R
ES0031300000000001EX;20/02/2021;9;0.444;R
ES0031300000000001EX;20/02/2021;10;0.611;R
ES0031300000000001EX;20/02/2021;11;0.819;R
ES0031300000000001EX;20/02/2021;12;1.91;R
ES0031300000000001EX;20/02/2021;13;2.285;R
ES0031300000000001EX;20/02/2021;14;0.396;R
ES0031300000000001EX;20/02/2021;15;0.038;R
ES0031300000000001EX;20/02/2021;16;0.573;R
ES0031300000000001EX;20/02/2021;17;0.284;R
ES0031300000000001EX;20/02/2021;18;0.303;R
ES0031300000000001EX;20/02/2021;19;0.095;R
ES0031300000000001EX;20/02/2021;20;0.433;R
ES0031300000000001EX;20/02/2021;21;0.494;R
ES0031300000000001EX;20/02/2021;22;1.4;R
ES0031300000000001EX;20/02/2021;23;1.005;R
ES0031300000000001EX;20/02/2021;24;0.94;R
ES0031300000000001EX;21/02/2021;1;0.955;R
ES0031300000000001EX;21/02/2021;2;0.772;R
ES0031300000000001EX;21/02/2021;3;0.774;R
ES0031300000000001EX;21/02/2021;4;0.727;R
ES0031300000000001EX;21/02/2021;5;0.792;R
ES0031300000000001EX;21/02/2021;6;0.773;R
ES0031300000000001EX;21/02/2021;7;0.791;R
ES0031300000000001EX;21/02/2021;8;1.011;R
ES0031300000000001EX;21/02/2021;9;0.891;R
ES0031300000000001EX;21/02/2021;10;1.005;R
ES0031300000000001EX;21/02/2021;11;1.11;R
ES0031300000000001EX;21/02/2021;12;1.626;R
ES0031300000000001EX;21/02/2021;13;0.623;R
ES0031300000000001EX;21/02/2021;14;2.885;R
ES0031300000000001EX;21/02/2021;15;0.037;R
ES0031300000000001EX;21/02/2021;16;0.095;R
ES0031300000000001EX;21/02/2021;17;0.037;R
ES0031300000000001EX;21/02/2021;18;0.05;R
ES0031300000000001EX;21/02/2021;19;0.082;R
ES0031300000000001EX;21/02/2021;20;0.946;R
ES0031300000000001EX;21/02/2021;21;0.989;R
ES0031300000000001EX;21/02/2021;22;0.997;R
ES0031300000000001EX;21/02/2021;23;0.818;R
ES0031300000000001EX;21/02/2021;24;0.737;R
ES0031300000000001EX;22/02/2021;1;0.715;R
ES0031300000000001EX;22/02/2021;2;0.387;R
ES0031300000000001EX;22/02/2021;3;0.343;R
ES0031300000000001EX;22/02/2021;4;0.391;R
ES0031300000000001EX;22/02/2021;5;0.385;R
ES0031300000000001EX;22/02/2021;6;0.352;R
ES0031300000000001EX;22/02/2021;7;0.439;R
ES0031300000000001EX;22/02/2021;8;0.424;R
ES0031300000000001EX;22/02/2021;9;1.162;R
ES0031300000000001EX;22/02/2021;10;2.883;R
ES0031300000000001EX;22/02/2021;11;0.88;R
ES0031300000000001EX;22/02/2021;12;0.939;R
ES0031300000000001EX;22/02/2021;13;0.861;R
ES0031300000000001EX;22/02/2021;14;0.928;R
ES0031300000000001EX;22/02/2021;15;1.137;R
ES0031300000000001EX;22/02/2021;16;0.867;R
ES0031300000000001EX;22/02/2021;17;0.869;R
ES0031300000000001EX;22/02/2021;18;0.888;R
ES0031300000000001EX;22/02/2021;19;0.87;R
ES0031300000000001EX;22/02/2021;20;1.124;R
ES0031300000000001EX;22/02/2021;21;1.255;R
ES0031300000000001EX;22/02/2021;22;1.127;R
ES0031300000000001EX;22/02/2021;23;0.945;R
ES0031300000000001EX;22/02/2021;24;1.049;R
ES0031300000000001EX;23/02/2021;1;0.783;R
ES0031300000000001EX;23/02/2021;2;0.619;R
ES0031300000000001EX;23/02/2021;3;0.651;R
ES0031300000000001EX;23/02/2021;4;0.603;R
ES0031300000000001EX;23/02/2021;5;0.846;R
ES0031300000000001EX;23/02/2021;6;0.655;R
ES0031300000000001EX;23/02/2021;7;0.712;R
